last_updated,country,latitude,longitude,last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination
2024-05,Azerbaijan,40.4,49.88,1716477988.235294,20.88235294117647,69.58823529411765,13.241176470588236,21.28235294117647,147.64705882352942,1016.1764705882352,30.00588235294118,0.011764705882352941,0.0005882352941176471,51.705882352941174,19.823529411764707,21.2,70.17647058823529,9.588235294117647,5.705882352941177,5.352941176470588,17.48235294117647,28.141176470588235,214.51176470588234,85.54117647058824,7.8,1.2058823529411764,21.00588235294118,113.5529411764706,1.5294117647058822,2.0588235294117645,78.6470588235294
2024-05,Bahamas,25.08,-77.35,1716477988.235294,28.764705882352942,83.7764705882353,8.588235294117647,13.829411764705881,172.76470588235293,1015.7647058823529,29.99529411764706,0.032352941176470584,0.0005882352941176471,73.6470588235294,52.94117647058823,33.53529411764706,92.34705882352942,10.0,6.0,6.352941176470588,13.617647058823529,21.91764705882353,286.2823529411765,73.37647058823529,2.8117647058823527,4.258823529411765,6.152941176470588,10.835294117647058,1.1176470588235294,1.1764705882352942,78.6470588235294
2024-05,Bahrain,26.24,50.58,1716477988.235294,34.411764705882355,93.94117647058823,13.9,22.417647058823526,245.2941176470588,1003.7647058823529,29.64294117647059,0.0,0.0,39.1764705882353,0.0,41.36470588235294,106.45882352941176,9.941176470588236,5.9411764705882355,7.470588235294118,29.75294117647059,47.90588235294118,277.05294117647054,157.11176470588236,4.68235294117647,6.964705882352941,34.45294117647059,82.89411764705882,2.176470588235294,3.764705882352941,78.6470588235294
2024-05,Bangladesh,23.72,90.41,1716477988.235294,31.605882352941173,88.88235294117646,12.117647058823529,19.48235294117647,183.88235294117646,1000.1764705882352,29.53882352941176,0.7782352941176471,0.03,62.294117647058826,41.35294117647059,36.294117647058826,97.32352941176471,9.588235294117647,5.705882352941177,1.4705882352941178,18.329411764705885,29.511764705882353,1318.0588235294117,60.4470588235294,36.45882352941176,10.541176470588235,58.34705882352941,75.39999999999999,2.823529411764706,5.9411764705882355,78.6470588235294
2024-05,Barbados,13.1,-59.62,1716477988.235294,29.58823529411765,85.25882352941177,18.352941176470587,29.54705882352941,91.76470588235294,1014.4705882352941,29.954117647058826,0.04647058823529412,0.0011764705882352942,77.17647058823529,42.64705882352941,35.2235294117647,95.41764705882352,10.0,6.0,5.411764705882353,22.958823529411767,36.95882352941176,240.61764705882354,30.41176470588235,1.4294117647058824,1.9352941176470588,1.947058823529412,6.841176470588235,1.0,1.0,78.6470588235294
2024-05,Belarus,53.9,27.57,1716477935.2941177,22.470588235294116,72.4470588235294,8.935294117647059,14.329411764705881,146.47058823529412,1018.8823529411765,30.087058823529414,0.30294117647058827,0.011764705882352941,40.705882352941174,24.823529411764707,23.71764705882353,74.68235294117646,10.0,6.0,4.764705882352941,13.700000000000001,22.041176470588233,205.66470588235296,89.31764705882354,4.905882352941177,4.376470588235295,3.1294117647058823,3.447058823529412,1.0,1.0,78.6470588235294
2024-05,Belgium,50.86588235294118,3.6741176470588237,1716478147.0588236,16.294117647058822,61.329411764705874,9.83235294117647,15.814705882352943,260.5882352941176,1011.3823529411765,29.865882352941174,0.2747058823529412,0.01,77.41176470588235,57.35294117647059,15.96470588235294,60.73823529411764,9.147058823529411,5.411764705882353,3.9411764705882355,15.041176470588235,24.211764705882356,204.25,84.01176470588236,5.023529411764706,1.3529411764705883,4.102941176470588,4.988235294117647,1.0588235294117647,1.1176470588235294,78.6470588235294
2024-05,Belize,17.25,-88.77,1716477988.235294,30.352941176470587,86.64117647058823,6.864705882352942,11.047058823529412,114.05882352941177,1011.0,29.85529411764706,0.015294117647058824,0.0,80.6470588235294,61.411764705882355,36.56470588235294,97.81176470588235,9.647058823529411,5.647058823529412,6.411764705882353,10.98235294117647,17.694117647058825,265.4588235294118,26.776470588235295,0.3058823529411765,0.24705882352941178,5.229411764705882,15.711764705882354,1.0,1.0,78.6470588235294
2024-05,Benin,6.48,2.62,1716477988.235294,30.864705882352943,87.56470588235294,12.58235294117647,20.276470588235295,190.11764705882354,1010.8235294117648,29.84764705882353,0.06999999999999999,0.0023529411764705885,72.47058823529412,50.470588235294116,36.682352941176475,98.0,9.882352941176471,5.882352941176471,6.9411764705882355,15.682352941176472,25.24705882352941,397.8058823529412,29.158823529411762,1.7058823529411764,1.188235294117647,3.2588235294117647,6.382352941176471,1.0,1.0,78.6470588235294
2024-05,Bhutan,27.48,89.6,1716477988.235294,11.905882352941177,53.423529411764704,3.1411764705882352,5.0588235294117645,229.47058823529412,1011.2352941176471,29.857647058823527,0.32529411764705884,0.013529411764705882,89.0,73.70588235294117,11.894117647058822,53.411764705882355,9.294117647058824,5.411764705882353,1.1764705882352942,5.952941176470588,9.57058823529412,342.0411764705882,62.5529411764706,0.7823529411764705,0.8588235294117647,12.341176470588236,14.588235294117647,1.3529411764705883,1.5294117647058822,78.6470588235294
2024-05,Bolivia,-15.11,-66.17,1716478094.1176472,20.052941176470586,68.10000000000001,4.061764705882353,6.561764705882353,94.67647058823529,1017.2058823529412,30.037941176470586,0.00029411764705882356,0.0,52.05882352941177,15.852941176470589,20.641176470588235,69.15294117647058,10.0,6.0,6.205882352941177,5.138235294117647,8.282352941176471,213.48235294117646,23.711764705882356,1.2558823529411764,0.6294117647058824,2.9441176470588233,5.752941176470588,1.0,1.0,78.6470588235294
2024-05,Bosnia and Herzegovina,43.85,18.38,1716477988.235294,22.470588235294116,72.4470588235294,7.729411764705882,12.458823529411765,226.05882352941177,1012.7058823529412,29.90294117647059,0.6923529411764706,0.027058823529411767,52.11764705882353,39.705882352941174,23.599999999999998,74.46470588235294,10.0,6.0,4.352941176470588,12.111764705882353,19.5,186.63529411764708,85.0764705882353,1.9529411764705884,11.299999999999999,4.029411764705882,7.317647058823529,1.0,1.0,78.6470588235294
2024-05,Botswana,-24.65,25.91,1716477988.235294,25.98235294117647,78.77058823529411,5.0588235294117645,8.117647058823529,107.58823529411765,1022.7647058823529,30.20352941176471,0.0,0.0,26.058823529411764,1.4705882352941178,24.77058823529412,76.5764705882353,10.0,6.0,7.235294117647059,8.088235294117647,13.0,401.1411764705882,73.5529411764706,9.75294117647059,4.2,15.170588235294117,20.423529411764704,1.5294117647058822,1.8235294117647058,78.6470588235294
2024-05,Brazil,-2.08,-58.17,1716477988.235294,28.276470588235295,82.89999999999999,3.5058823529411764,5.658823529411765,111.58823529411765,1013.0,29.915882352941175,0.6347058823529411,0.026470588235294117,80.47058823529412,72.29411764705883,32.99411764705882,91.37647058823529,9.058823529411764,5.294117647058823,7.0588235294117645,5.552941176470589,8.958823529411765,240.2294117647059,7.629411764705882,0.21176470588235294,0.12352941176470589,0.5,0.5,1.0,1.0,78.6470588235294
2024-05,Brunei Darussalam,4.88,114.93,1716477988.235294,27.88235294117647,82.18823529411765,3.282352941176471,5.31764705882353,97.6470588235294,1009.0588235294117,29.800588235294118,1.0011764705882353,0.03882352941176471,95.0,58.8235294117647,33.45882352941176,92.20588235294117,9.411764705882353,5.588235294117647,1.411764705882353,7.652941176470588,12.329411764705881,614.5529411764705,20.676470588235293,9.1,2.5941176470588236,3.905882352941177,4.164705882352941,1.0,1.0,78.6470588235294
2024-05,Bulgaria,43.281800000000004,23.761999999999997,1716466140.0,20.404,68.72399999999999,9.262,14.924000000000001,135.0,1014.92,29.97,0.25920000000000004,0.0098,58.2,43.16,21.228,70.214,9.68,5.78,4.72,13.224,21.298000000000002,197.00400000000002,90.164,1.074,0.46799999999999997,3.938,5.6339999999999995,1.0,1.0,79.06
2024-05,Burkina Faso,12.37,-1.52,1716477988.235294,37.57058823529412,99.61764705882354,7.094117647058823,11.394117647058822,209.0,1009.1176470588235,29.800588235294118,0.013529411764705884,0.0005882352941176471,39.1764705882353,14.058823529411764,38.17058823529412,100.71764705882353,10.0,6.0,9.470588235294118,10.158823529411764,16.34705882352941,351.2647058823529,35.88823529411765,0.6823529411764706,0.5882352941176471,17.288235294117644,72.45882352941176,1.5294117647058822,1.9411764705882353,78.6470588235294
2024-05,Burundi,-3.38,29.36,1716477988.235294,26.735294117647058,80.11764705882354,19.341176470588238,31.129411764705885,191.58823529411765,1012.8823529411765,29.908235294117645,0.3729411764705882,0.013529411764705884,60.294117647058826,48.05882352941177,30.38823529411765,86.69411764705882,9.764705882352942,5.764705882352941,5.764705882352941,24.0,38.63529411764706,352.8294117647059,46.64705882352941,0.7823529411764706,0.4764705882352941,7.788235294117648,16.352941176470587,1.1176470588235294,1.1764705882352942,78.6470588235294
2024-05,Cambodia,11.55,104.92,1716477988.235294,30.58823529411765,87.05882352941177,4.076470588235294,6.535294117647059,195.58823529411765,1006.5882352941177,29.72764705882353,0.5311764705882354,0.02058823529411765,77.88235294117646,52.94117647058823,36.07647058823529,96.9470588235294,9.352941176470589,5.352941176470588,1.4705882352941178,12.452941176470588,20.04705882352941,1077.1529411764704,19.41764705882353,15.11176470588235,6.129411764705883,24.676470588235293,35.96470588235294,1.7647058823529411,2.8823529411764706,78.6470588235294
2024-05,Cameroon,3.9641176470588237,11.455294117647057,1716477935.2941177,29.394117647058824,84.90588235294118,3.8176470588235296,6.135294117647058,197.05882352941177,1014.0,29.939411764705884,0.3252941176470588,0.011764705882352941,62.11764705882353,66.94117647058823,34.72941176470588,94.52352941176471,8.529411764705882,4.647058823529412,6.235294117647059,6.705882352941177,10.788235294117648,361.6764705882353,15.4,1.1235294117647059,0.49411764705882355,3.652941176470588,5.394117647058824,1.0588235294117647,1.1176470588235294,78.6470588235294
2024-05,Canada,45.42,-75.7,1716477988.235294,17.41176470588235,63.34117647058823,7.794117647058823,12.558823529411764,160.05882352941177,1012.7058823529412,29.90058823529412,0.04647058823529412,0.0011764705882352942,69.52941176470588,66.17647058823529,17.38823529411765,63.311764705882354,22.764705882352942,13.235294117647058,4.470588235294118,11.347058823529412,18.25294117647059,220.61176470588236,47.11764705882353,2.523529411764706,0.711764705882353,3.829411764705882,4.170588235294118,1.0,1.0588235294117647,78.6470588235294
2024-05,Cape Verde,14.93,-23.51,1716477988.235294,27.294117647058822,81.12941176470588,20.7,33.30588235294118,28.823529411764707,1014.8235294117648,29.96470588235294,0.0,0.0,53.35294117647059,33.8235294117647,29.86470588235294,85.75294117647059,10.0,6.0,6.0588235294117645,24.49411764705882,39.39411764705883,176.7058823529412,74.94117647058823,0.14705882352941177,0.2882352941176471,4.9941176470588236,21.435294117647057,1.0,1.0,78.6470588235294
2024-05,Central African Republic,4.37,18.58,1716477988.235294,32.62352941176471,90.72941176470589,5.5,8.858823529411765,163.23529411764707,1009.7647058823529,29.818235294117645,0.06823529411764706,0.0023529411764705885,56.411764705882355,42.294117647058826,36.4,97.50588235294117,10.0,6.0,7.529411764705882,9.129411764705882,14.705882352941176,342.6294117647059,4.788235294117647,0.029411764705882353,0.011764705882352941,0.5235294117647059,0.7352941176470589,1.0,1.0,78.6470588235294
2024-05,Chad,12.11,15.05,1716477988.235294,41.63529411764706,106.9470588235294,8.558823529411764,13.794117647058824,129.35294117647058,1006.1764705882352,29.71529411764706,0.0,0.0,19.352941176470587,16.705882352941178,42.73529411764706,108.89411764705882,7.617647058823529,4.0588235294117645,9.941176470588236,12.094117647058823,19.476470588235294,311.0235294117647,54.023529411764706,0.4647058823529412,0.5529411764705883,25.50588235294118,105.46470588235294,1.8823529411764706,2.7058823529411766,78.6470588235294
2024-05,Chile,-33.45,-70.67,1716477935.2941177,6.882352941176471,44.38823529411765,4.888235294117647,7.847058823529412,124.82352941176471,1019.4117647058823,30.10235294117647,0.13529411764705881,0.005294117647058823,85.23529411764706,47.05882352941177,6.564705882352941,43.83529411764706,6.529411764705882,3.6470588235294117,4.0588235294117645,8.858823529411765,14.252941176470587,7272.611764705882,16.81764705882353,108.55882352941177,39.49411764705882,575.5058823529412,685.3000000000001,5.823529411764706,10.0,78.6470588235294
2024-05,China,39.93,116.39,1716477988.235294,21.705882352941178,71.07058823529412,7.258823529411765,11.670588235294119,140.05882352941177,1009.0588235294117,29.798235294117646,0.01,0.0,57.88235294117647,11.764705882352942,21.900000000000002,71.4235294117647,9.823529411764707,5.882352941176471,1.411764705882353,11.505882352941178,18.511764705882353,1272.3235294117646,31.07058823529412,86.5,93.84705882352942,114.59411764705882,144.21176470588236,3.9411764705882355,8.647058823529411,78.6470588235294
2024-05,Comoros,-11.7,43.24,1716477988.235294,25.8,78.46470588235294,16.623529411764707,26.735294117647058,155.8235294117647,1014.8823529411765,29.96764705882353,0.10470588235294118,0.0029411764705882353,77.94117647058823,60.8235294117647,28.188235294117646,82.73529411764706,9.411764705882353,5.647058823529412,6.705882352941177,19.405882352941177,31.2235294117647,237.38235294117646,43.241176470588236,0.2529411764705882,0.19411764705882353,1.8941176470588237,5.888235294117647,1.0,1.0,78.6470588235294
2024-05,Congo,-4.26,15.28,1716477988.235294,31.68823529411765,89.02941176470588,5.605882352941176,9.011764705882353,190.47058823529412,1010.5294117647059,29.84,0.00823529411764706,0.0005882352941176471,58.1764705882353,30.823529411764707,33.2764705882353,91.90588235294118,7.9411764705882355,4.352941176470588,9.058823529411764,8.694117647058825,13.982352941176472,468.88235294117646,58.94705882352941,3.0294117647058822,1.1529411764705884,11.482352941176472,25.91176470588235,1.2352941176470589,1.411764705882353,78.6470588235294
2024-05,Costa Rica,9.96,-84.08529411764707,1716477988.235294,23.705882352941178,74.67058823529412,6.5,10.464705882352941,165.64705882352942,1018.2352941176471,30.065882352941177,0.18705882352941178,0.007058823529411765,75.23529411764706,36.76470588235294,25.658823529411762,78.17058823529412,9.823529411764707,5.882352941176471,5.294117647058823,10.588235294117647,17.03529411764706,773.2058823529412,6.08235294117647,13.547058823529412,8.723529411764707,20.129411764705882,22.205882352941178,1.7058823529411764,2.176470588235294,78.6470588235294
2024-05,Croatia,45.8,16.0,1716477988.235294,22.058823529411764,71.70588235294117,6.0588235294117645,9.758823529411766,146.2941176470588,1011.6470588235294,29.873529411764707,0.3758823529411765,0.015294117647058824,61.05882352941177,39.705882352941174,22.788235294117644,73.02352941176471,10.0,6.0,5.235294117647059,9.547058823529412,15.352941176470589,213.62941176470588,81.67058823529412,6.129411764705883,0.3941176470588235,4.411764705882353,5.629411764705883,1.0,1.0588235294117647,78.6470588235294
2024-05,Cuba,23.13,-82.36,1716477988.235294,28.823529411764707,83.88235294117646,6.082352941176471,9.811764705882354,143.11764705882354,1015.4117647058823,29.98235294117647,0.0011764705882352942,0.0,70.58823529411765,20.58823529411765,31.747058823529414,89.12941176470588,9.235294117647058,5.235294117647059,6.764705882352941,10.564705882352941,16.99411764705882,425.3,79.10588235294118,10.841176470588236,37.60588235294117,15.299999999999997,21.96470588235294,1.411764705882353,1.9411764705882353,78.6470588235294
2024-05,Cyprus,35.17,33.37,1716477988.235294,27.058823529411764,80.70588235294117,16.22941176470588,26.123529411764704,220.58823529411765,1010.4117647058823,29.838823529411766,0.0,0.0,52.76470588235294,23.529411764705884,27.341176470588238,81.21764705882353,9.705882352941176,5.764705882352941,6.588235294117647,20.188235294117646,32.51176470588236,199.98235294117646,104.04705882352941,0.45294117647058824,1.0,10.25294117647059,31.529411764705884,1.1764705882352942,1.2941176470588236,78.6470588235294
2024-05,Czech Republic,50.08,14.47,1716477935.2941177,18.88235294117647,65.98823529411764,8.511764705882353,13.705882352941176,168.76470588235293,1012.2352941176471,29.890588235294118,0.12823529411764706,0.004705882352941177,63.23529411764706,55.88235294117647,19.170588235294115,66.50588235294117,9.882352941176471,5.882352941176471,4.588235294117647,13.18235294117647,21.205882352941178,211.56470588235294,83.05882352941177,5.723529411764706,2.7235294117647055,2.8529411764705883,3.629411764705882,1.0,1.0,78.6470588235294
2024-05,Democratic Republic of Congo,-4.3,15.3,1716477988.235294,31.664705882352937,89.0,5.570588235294117,8.952941176470588,192.94117647058823,1010.5294117647059,29.84058823529412,0.006470588235294118,0.0,58.23529411764706,30.58823529411765,33.44117647058823,92.2,7.9411764705882355,4.352941176470588,8.882352941176471,8.623529411764705,13.876470588235295,468.88235294117646,58.94705882352941,3.0294117647058822,1.1529411764705884,11.482352941176472,25.91176470588235,1.2352941176470589,1.411764705882353,78.6470588235294
2024-05,Denmark,55.67,12.58,1716477935.2941177,18.58823529411765,65.45882352941176,13.75294117647059,22.13529411764706,122.3529411764706,1014.4705882352941,29.955882352941178,0.05529411764705883,0.001764705882352941,62.76470588235294,22.764705882352942,18.58823529411765,65.45882352941176,9.882352941176471,5.882352941176471,4.529411764705882,21.31764705882353,34.30588235294118,209.70000000000002,96.18823529411765,4.417647058823529,1.8882352941176472,4.6000000000000005,5.082352941176471,1.0,1.0,78.6470588235294
2024-05,Djibouti,11.6,43.15,1716477988.235294,34.38235294117647,93.91176470588235,10.623529411764705,17.105882352941176,82.23529411764706,1004.4117647058823,29.660588235294117,0.0,0.0,55.11764705882353,9.588235294117647,41.82941176470588,107.2764705882353,9.764705882352942,5.764705882352941,7.647058823529412,13.558823529411764,21.81764705882353,287.6411764705882,75.75294117647059,1.2529411764705882,1.9941176470588236,24.305882352941175,61.02352941176471,1.7058823529411764,2.764705882352941,78.6470588235294
2024-05,Dominica,15.3,-61.4,1716477988.235294,30.352941176470587,86.64117647058823,5.605882352941176,9.023529411764706,183.2941176470588,1014.6470588235294,29.958823529411767,0.15941176470588236,0.005294117647058823,67.0,47.35294117647059,37.60588235294117,99.68235294117646,10.0,6.0,5.705882352941177,15.205882352941176,24.46470588235294,231.58823529411765,28.711764705882356,0.6058823529411765,0.3,1.4411764705882353,4.235294117647059,1.0,1.0,78.6470588235294
2024-05,Dominican Republic,18.47,-69.9,1716477935.2941177,27.823529411764707,82.08235294117648,6.864705882352942,11.041176470588235,118.82352941176471,1015.4117647058823,29.98235294117647,0.08,0.0029411764705882353,85.11764705882354,63.23529411764706,31.288235294117644,88.32352941176471,10.0,6.0,6.176470588235294,10.811764705882354,17.41176470588235,376.59411764705885,33.44117647058823,11.611764705882353,12.805882352941175,9.41764705882353,12.576470588235296,1.1176470588235294,1.2941176470588236,78.6470588235294
2024-05,Ecuador,-0.22,-78.5,1716477935.2941177,15.229411764705882,59.41764705882353,3.3823529411764706,5.452941176470588,94.3529411764706,1017.1176470588235,30.036470588235293,0.04058823529411765,0.0011764705882352942,67.94117647058823,30.352941176470587,15.341176470588236,59.6,9.647058823529411,5.764705882352941,5.117647058823529,4.652941176470588,7.5,2613.747058823529,8.876470588235295,65.79411764705883,55.78823529411765,36.86470588235294,40.64705882352941,2.3529411764705883,4.294117647058823,78.6470588235294
2024-05,Egypt,30.05,31.25,1716477988.235294,33.588235294117645,92.45882352941176,10.523529411764706,16.947058823529414,244.7058823529412,1012.3529411764706,29.89294117647059,0.0,0.0,22.11764705882353,4.411764705882353,32.21764705882353,89.95882352941176,9.294117647058824,5.470588235294118,7.705882352941177,17.429411764705883,28.058823529411764,201.9470588235294,119.32352941176471,4.264705882352941,9.158823529411764,18.029411764705884,69.13529411764705,1.5294117647058822,2.0,78.6470588235294
2024-05,El Salvador,13.71,-89.2,1716477988.235294,26.764705882352942,80.17647058823529,3.429411764705882,5.488235294117647,100.52941176470588,1013.5294117647059,29.921764705882353,0.049999999999999996,0.001764705882352941,85.88235294117646,29.41176470588235,29.476470588235294,85.0529411764706,7.9411764705882355,4.529411764705882,6.352941176470588,7.052941176470589,11.347058823529412,501.06470588235294,20.970588235294116,6.511764705882353,10.776470588235293,26.288235294117644,34.82941176470588,1.9411764705882353,2.7058823529411766,78.6470588235294
2024-05,Equatorial Guinea,3.75,8.78,1716477988.235294,30.076470588235296,86.14117647058823,6.729411764705882,10.823529411764707,248.35294117647058,1010.7647058823529,29.845882352941175,0.06823529411764706,0.001764705882352941,82.82352941176471,53.705882352941174,37.58235294117647,99.62941176470588,9.882352941176471,5.882352941176471,6.176470588235294,9.435294117647059,15.15294117647059,308.27647058823527,29.011764705882353,0.07647058823529412,0.09411764705882353,1.2647058823529411,1.7117647058823529,1.0,1.0,78.6470588235294
2024-05,Eritrea,15.33,38.93,1716477988.235294,23.341176470588238,74.0,9.705882352941176,15.617647058823529,47.8235294117647,1012.0,29.884705882352943,0.05176470588235295,0.0023529411764705885,37.411764705882355,25.529411764705884,23.700000000000003,74.6470588235294,10.0,6.0,5.588235294117647,16.33529411764706,26.305882352941175,190.6529411764706,63.917647058823526,0.24117647058823533,0.6058823529411765,20.658823529411762,79.83529411764707,1.7647058823529411,2.2941176470588234,78.6470588235294
2024-05,Estonia,59.43,24.73,1716477988.235294,21.529411764705884,70.75294117647059,10.423529411764706,16.805882352941175,167.0,1019.8823529411765,30.116470588235295,0.1252941176470588,0.004117647058823529,43.1764705882353,10.235294117647058,22.435294117647057,72.38823529411764,9.764705882352942,5.823529411764706,4.352941176470588,17.988235294117647,28.958823529411767,205.78235294117647,91.93529411764706,4.094117647058823,2.076470588235294,7.888235294117647,8.282352941176471,1.0588235294117647,1.1764705882352942,78.6470588235294
2024-05,Ethiopia,9.03,38.7,1716477935.2941177,24.41764705882353,75.95882352941176,11.470588235294118,18.476470588235294,128.58823529411765,1020.1764705882352,30.12470588235294,0.03352941176470588,0.0011764705882352942,38.35294117647059,60.64705882352941,24.41764705882353,75.95882352941176,9.941176470588236,5.9411764705882355,5.882352941176471,14.735294117647058,23.741176470588236,682.1999999999999,61.30588235294118,1.3882352941176472,1.7823529411764707,23.647058823529413,96.49411764705883,1.8235294117647058,2.411764705882353,78.6470588235294
2024-05,Fiji Islands,-18.13,178.42,1716435056.25,24.0,75.2,10.00625,16.1,153.9375,1012.5625,29.898125,0.179375,0.0075,97.8125,65.625,26.48125,79.65625,10.0,6.0,1.0,17.64375,28.38125,194.01875,19.975,1.8875,1.425,1.875,3.65,1.0,1.0,80.625
2024-05,Finland,60.18,24.93,1716477988.235294,22.764705882352942,72.97647058823529,10.852941176470589,17.458823529411767,174.7058823529412,1019.9411764705883,30.118235294117646,0.03294117647058824,0.0011764705882352942,37.529411764705884,4.411764705882353,23.541176470588233,74.36470588235295,10.0,6.0,5.0588235294117645,15.84705882352941,25.511764705882353,266.55294117647054,81.26470588235294,12.035294117647059,4.458823529411765,11.094117647058825,13.9,1.1764705882352942,1.3529411764705883,78.6470588235294
